№ п/п,раздел товара,группа товара,подкаталог,наименование,наименование короткое ,бренд,артикул,цена,короткое описание,объем,вес,количество,запах,кожа,цвет rgb, теги для поиска,Описание:,Состав:,Упаковка:,Способ применения:,С этим средством используют:,"Это средство необходимо для людей, у которых:",Это полезно знать:
,,,,light,,,116694,"856,55",Рассыпчатая пудра,,25 гр.,,,,,,,,,,,,
,,,,medium,,,116695,"856,55",Рассыпчатая пудра,,25 гр.,,,,,,,,,,,,
,,,,"* Прозрачная компактная пудра, вкладыш",,ARTISTRY EXACT FIT™,116744,"559,94","Комп. пудра прозр., вкладыш",,13 гр.,,,,,,,,,,,,
,,,,* Стойкий тональный крем,,ARTISTRY EXACT FIT™,,,Тональный крем стойкий,,,,,,,,,,,,,,
,,,,L1*N1,,,117688,"933,96",Тональный крем стойкий,30 мл,,,,,,,,,,,,,
,,,,L1*W1,,,117689,"933,96",Тональный крем стойкий,30 мл,,,,,,,,,,,,,
,,,,L2*C1,,,117691,"933,96",Тональный крем стойкий,30 мл,,,,,,,,,,,,,
,,,,L1*W2,,,117690,"933,96",Тональный крем стойкий,30 мл,,,,,,,,,,,,,
,,,,L2*N1,,,117692,"933,96",Тональный крем стойкий,30 мл,,,,,,,,,,,,,
,,,,L2*N2,,,117693,"933,96",Тональный крем стойкий,30 мл,,,,,,,,,,,,,
,,,,L2*W1,,,117694,"933,96",Тональный крем стойкий,30 мл,,,,,,,,,,,,,
,,,,L3*C1,,,117695,"933,96",Тональный крем стойкий,30 мл,,,,,,,,,,,,,
,,,,L3*N1,,,117696,"933,96",Тональный крем стойкий,30 мл,,,,,,,,,,,,,
,,,,* Тональный крем с эффектом лифтинга для выравнивания тона лица,,ARTISTRY™ YOUTH XTEND™,,,Тон. крем с лифтингом,,,,,,,,,,,,,,
,,,,L1*N1 Bisque,,,110008,"1 108,73",Тон. крем с лифтингом,30 мл,,,,,,,,,,,,,
,,,,L1*W1 Buff,,,110009,"1 108,73",Тон. крем с лифтингом,30 мл,,,,,,,,,,,,,
,,,,L1*W2 Cream,,,110010,"1 108,73",Тон. крем с лифтингом,30 мл,,,,,,,,,,,,,
,,,,L2*C1 Chiffon,,,110011,"1 108,73",Тон. крем с лифтингом,30 мл,,,,,,,,,,,,,
,,,,L2*N1 Ochre,,,110012,"1 108,73",Тон. крем с лифтингом,30 мл,,,,,,,,,,,,,
,,,,L2*W1 Sand,,,110014,"1 108,73",Тон. крем с лифтингом,30 мл,,,,,,,,,,,,,
,,,,L3*N1 Tawny,,,110016,"1 108,73",Тон. крем с лифтингом,30 мл,,,,,,,,,,,,,
,,,,L2*N2 Natural,,,110013,"1 108,73",Тон. крем с лифтингом,30 мл,,,,,,,,,,,,,
,,,,L3*C1 plush,,,110015,"1 108,73",Тон. крем с лифтингом,30 мл,,,,,,,,,,,,,
,,,,* Увлажняющий бальзам с эффектом тонирования кожи,,ARTISTRY EXACT FIT™,118209,"888,89",Бальзам с тонированием,30 мл,,,,,,,,,,,,,
,,,,"* Корректор, Medium",,ARTISTRY™,106261,"663,71",Корректор Medium,,"2,2 гр.",,,,,,,,,,,,
,,,,"* Корректор, Light",,ARTISTRY™,106259,"663,71",Корректор Light,,"2,2 гр.",,,,,,,,,,,,
,,,,* Основа-флюид под макияж,,ARTISTRY SIGNATURE COLOR™,120417,"773,85",Основа од макияж,30 мл,,,,,,,,,,,,,
,,,"* туши, подводки",,,,,,,,,,,,,,,,,,,,
,,,,* Тушь для увеличения объема ресниц (цвет черный),,ARTISTRY SIGNATURE EYES™,116801,"748,91",Тушь для объема,"8,9 мл",,,,,,,,,,,,,
,,,,* Тушь для удлинения и разделения ресниц (цвет черный),,ARTISTRY™,112237,"731,58",Тушь удлиняющая,"8,3 мл",,,,,,,,,,,,,
,,,,* Стойкая жидкая подводка для глаз оттенка Purple,,ARTISTRY SIGNATURE COLOR™ ,119782,"658,11",Подводка д/глаз Purple,"3,5 мл",,,,,,,,,,,,,
,,,,* Стойкая жидкая подводка для глаз оттенка Black,,ARTISTRY SIGNATURE COLOR™ ,120471,"658,11",Подводка д/глаз Black,"3,5 мл",,,,,,,,,,,,,
,,,* тени,,,,,,,,,,,,,,,,,,,,
,,,,* Набор теней для век Luxe Metallic,,ARTISTRY™,119783,"1 233,95",Набор теней Luxe Metallic,3х5 мл,,,,,,,,,,,,,
,,,,"* Декоративная коллекция «Огни Тихого океана»,  Набор теней для век (вкладыш)",,ARTISTRY SIGNATURE COLOR™ ,120216,"741,47",Набор теней (вкладыш),,,1 набор,,,,,,,,,,,
,,,,* Набор с тенями для век,,ARTISTRY SIGNATURE COLOR™ ,,,Набор теней,,,,,,,,,,,,,,
,,,,smoky eye,,,262969,"884,10",Набор теней,,,1 набор,,,,,,,,,,,
,,,,natural glow,,,262970,"884,10",Набор теней,,,1 набор,,,,,,,,,,,
,,,,spice bronze,,,262971,"884,10",Набор теней,,,1 набор,,,,,,,,,,,
,,,,pink chocolate,,,262972,"884,10",Набор теней,,,1 набор,,,,,,,,,,,
,,,,plumberry,,,262973,"884,10",Набор теней,,,1 набор,,,,,,,,,,,
,,,,* Набор теней для век (вкладыш),,ARTISTRY SIGNATURE COLOR™ ,,,Набор теней (вкладыш),,,,,,,,,,,,,,
,,,,smoky eye,,,118393,"726,92",Набор теней (вкладыш),,,1 набор,,,,,,,,,,,
,,,,natural glow,,,118394,"726,92",Набор теней (вкладыш),,,1 набор,,,,,,,,,,,
,,,,spice bronze,,,118395,"726,92",Набор теней (вкладыш),,,1 набор,,,,,,,,,,,
,,,,pink chocolate,,,118396,"726,92",Набор теней (вкладыш),,,1 набор,,,,,,,,,,,
,,,,plumberry,,,118397,"726,92",Набор теней (вкладыш),,,1 набор,,,,,,,,,,,
,,,,Набор мерцающих рассыпчатых теней для век,,ARTISTRY SIGNATURE COLOR™,,,Набор рассыпч. теней,,,,,,,,,,,,,,
,,,,So Chic,,,120415,"1 215,81",Набор рассыпч. теней,,2х2 гр.,,,,,,,,,,,,
,,,,Subtle Chic,,,120416,"1 215,81",Набор рассыпч. теней,,2х2 гр.,,,,,,,,,,,,
,,,* карандаши,,,,,,,,,,,,,,,,,,,,
,,,,* Стойкий карандаш для глаз,,ARTISTRY SIGNATURE COLOR™ ,,,Карандаш д/глаз,,,,,,,,,,,,,,
,,,,black,,,118921,"410,81",Карандаш д/глаз,,"1,2 гр.",,,,,,,,,,,,
,,,,brown,,,118922,"410,81",Карандаш д/глаз,,"1,2 гр.",,,,,,,,,,,,
,,,,graphite shimmer,,,118923,"410,81",Карандаш д/глаз,,"1,2 гр.",,,,,,,,,,,,
,,,,plumberry,,,118924,"410,81",Карандаш д/глаз,,"1,2 гр.",,,,,,,,,,,,
,,,,* Автоматический контурный карандаш для бровей (сменный стержень),,ARTISTRY™,,,Карандаш д/бровей (стержень),,,,,,,,,,,,,,
,,,,soft black,,,110991,"263,59",Карандаш д/бровей (стержень),,"0,15 гр.",,,,,,,,,,,,
,,,,taupe,,,110989,"263,59",Карандаш д/бровей (стержень),,"0,15 гр.",,,,,,,,,,,,
,,,,* Набор с Автоматическим контурным карандашом для губ,,ARTISTRY™,,,Карандаш д/губ,,,,,,,,,,,,,,
,,,,spiced wine,,,121069,"471,29",Карандаш д/губ,,,1 набор,,,,,,,,,,,
,,,,pink nude,,,121067,"471,29",Карандаш д/губ,,,1 набор,,,,,,,,,,,
,,,,dusty rose,,,121068,"471,29",Карандаш д/губ,,,1 набор,,,,,,,,,,,
,,,,* Автоматический контурный карандаш для губ (сменный стержень),,ARTISTRY™,,,Карандаш д/губ (стержень),,,,,,,,,,,,,,
,,,,pink nude,,,112138,"295,08",Карандаш д/губ (стержень),,"0,21 гр.",,,,,,,,,,,,
,,,,spiced wine,,,112142,"295,08",Карандаш д/губ (стержень),,"0,21 гр.",,,,,,,,,,,,
,,,,dusty rose,,,112141,"295,08",Карандаш д/губ (стержень),,"0,21 гр.",,,,,,,,,,,,
,,,* помады,,,,,,,,,,,,,,,,,,,,
,,,,* Прозрачная губная помада,,ARTISTRY SIGNATURE™,,,Помада прозрачная,,,,,,,,,,,,,,
,,,,50 clear balm,,,115398,"696,47",Помада прозрачная,,"3,8 гр.",,,,,,,,,,,,
,,,,56 natural pink,,,115404,"696,47",Помада прозрачная,,"3,8 гр.",,,,,,,,,,,,
,,,,53 tulip pink,,,115401,"696,47",Помада прозрачная,,"3,8 гр.",,,,,,,,,,,,
,,,,54 apricot glase,,,115402,"696,47",Помада прозрачная,,"3,8 гр.",,,,,,,,,,,,
,,,,55 candy,,,115403,"696,47",Помада прозрачная,,"3,8 гр.",,,,,,,,,,,,
,,,,52 princess,,,115400,"696,47",Помада прозрачная,,"3,8 гр.",,,,,,,,,,,,
,,,,57 honey,,,115405,"696,47",Помада прозрачная,,"3,8 гр.",,,,,,,,,,,,
,,,,* Губная помада,,ARTISTRY SIGNATURE™,,,Помада,,,,,,,,,,,,,,
,,,,01 beige peach,,,115378,"696,47",Помада,,"3,8 гр.",,,,,,,,,,,,
,,,,02 rich cocoa,,,115379,"696,47",Помада,,"3,8 гр.",,,,,,,,,,,,
,,,,03 bellini,,,115380,"696,47",Помада,,"3,8 гр.",,,,,,,,,,,,
,,,,04 sweet blush,,,115381,"696,47",Помада,,"3,8 гр.",,,,,,,,,,,,
,,,,05 tiger lily,,,115382,"696,47",Помада,,"3,8 гр.",,,,,,,,,,,,
,,,,06 daring red,,,115383,"696,47",Помада,,"3,8 гр.",,,,,,,,,,,,
,,,,07 ballet pink,,,115384,"696,47",Помада,,"3,8 гр.",,,,,,,,,,,,
,,,,08 rose petal,,,115385,"696,47",Помада,,"3,8 гр.",,,,,,,,,,,,
,,,,09 havana rose,,,115386,"696,47",Помада,,"3,8 гр.",,,,,,,,,,,,
,,,,10 nutmeg,,,115387,"696,47",Помада,,"3,8 гр.",,,,,,,,,,,,
,,,,11 primrose,,,115389,"696,47",Помада,,"3,8 гр.",,,,,,,,,,,,
,,,,12 bougainvillea,,,115390,"696,47",Помада,,"3,8 гр.",,,,,,,,,,,,
,,,,13 silk lilac,,,115391,"696,47",Помада,,"3,8 гр.",,,,,,,,,,,,
,,,,14 taffeta rose,,,115393,"696,47",Помада,,"3,8 гр.",,,,,,,,,,,,
,,,,15 wild orchid,,,115394,"696,47",Помада,,"3,8 гр.",,,,,,,,,,,,
,,,,16 velvet,,,115395,"696,47",Помада,,"3,8 гр.",,,,,,,,,,,,
,,,* блеск для губ,,,,,,,,,,,,,,,,,,,,
,,,,* Блеск для губ (в футляре с подсветкой),,ARTISTRY SIGNATURE COLOR™ ,,,Блеск д/губ с подсветкой,,,,,,,,,,,,,,
,,,,pink nude,,,118566,"534,71",Блеск д/губ с подсветкой,,6 гр.,,,,,,,,,,,,
,,,,juicy peach,,,118567,"534,71",Блеск д/губ с подсветкой,,6 гр.,,,,,,,,,,,,
,,,,sweet melon,,,118568,"534,71",Блеск д/губ с подсветкой,,6 гр.,,,,,,,,,,,,
,,,,real red,,,118569,"534,71",Блеск д/губ с подсветкой,,6 гр.,,,,,,,,,,,,
,,,,pink sugar,,,118570,"534,71",Блеск д/губ с подсветкой,,6 гр.,,,,,,,,,,,,
,,,,rose petal,,,118571,"534,71",Блеск д/губ с подсветкой,,6 гр.,,,,,,,,,,,,
,,,,misty mauve,,,118572,"534,71",Блеск д/губ с подсветкой,,6 гр.,,,,,,,,,,,,
,,,,raspberry kiss,,,118573,"534,71",Блеск д/губ с подсветкой,,6 гр.,,,,,,,,,,,,
,,,,* Коллекция «Огни Тихого океана» Блеск для губ (в футляре с подсветкой),,ARTISTRY™,,,Блеск д/губ с подсветкой,,,,,,,,,,,,,,
,,,,wild berry,,,120238,"396,32",Блеск д/губ с подсветкой,,6 гр.,,,,,,,,,,,,
,,,,pink grapefruit,,,120239,"396,32",Блеск д/губ с подсветкой,,6 гр.,,,,,,,,,,,,
,,,,citrus,,,120240,"396,32",Блеск д/губ с подсветкой,,6 гр.,,,,,,,,,,,,
,,,,tropical,,,120241,"396,32",Блеск д/губ с подсветкой,,6 гр.,,,,,,,,,,,,
,,,,* Сияющий блеск для губ,,ARTISTRY SIGNATURE COLOR™,,,Блеск д/губ сияющий,,,,,,,,,,,,,,
,,,,,,Soft Rose,120418,"729,63",Блеск д/губ сияющий,,"1,6 гр.",,,,,,,,,,,,
,,,,,,Fuchsia,120419,"729,63",Блеск д/губ сияющий,,"1,6 гр.",,,,,,,,,,,,
,,,* румяна,,,,,,,,,,,,,,,,,,,,
,,,,* Набор с Румянами,,ARTISTRY SIGNATURE COLOR™ ,,,Румяна,,,,,,,,,,,,,,
,,,,golden light,,,262974,"535,28",Румяна,,,1 набор,,,,,,,,,,,
,,,,peachy pink,,,262975,"535,28",Румяна,,,1 набор,,,,,,,,,,,
,,,,soft rose,,,262976,"535,28",Румяна,,,1 набор,,,,,,,,,,,
,,,,sweet pink,,,262977,"535,28",Румяна,,,1 набор,,,,,,,,,,,
,,,,* Румяна (вкладыш),,ARTISTRY SIGNATURE COLOR™ ,,,Румяна (вкладыш),,,,,,,,,,,,,,
,,,,golden light,,,118398,"339,36",Румяна (вкладыш),,,1 набор,,,,,,,,,,,
,,,,peachy pink,,,118399,"339,36",Румяна (вкладыш),,,1 набор,,,,,,,,,,,
,,,,soft rose,,,118401,"339,36",Румяна (вкладыш),,,1 набор,,,,,,,,,,,
,,,,sweet pink,,,118402,"339,36",Румяна (вкладыш),,,1 набор,,,,,,,,,,,
,,,* лак для ногтей,,,,,,,,,,,,,,,,,,,,
,,,,* Лак для ногтей,,ARTISTRY™,,,Лак д/ногтей,,,,,,,,,,,,,,
,,,,diva,,,108660,"317,99",Лак д/ногтей,10 мл,,,,,,,,,,,,,
,,,,seduction,,,108658,"317,99",Лак д/ногтей,10 мл,,,,,,,,,,,,,
,,,,innocent,,,108665,"317,99",Лак д/ногтей,10 мл,,,,,,,,,,,,,
,,* аксессуары,,,,,,,,,,,,,,,,,,,,,
,,,* футляры,,,,,,,,,,,,,,,,,,,,
,,,,* Компактный футляр для теней и румян,,ARTISTRY™,118404,"255,41",Футляр д/теней и румян,,,1 шт.,,,,,,,,,,,
,,,,* Компактный футляр для пудры,,ARTISTRY EXACT FIT™,116745,"411,10",Футляр д/пудры,,,1 шт.,,,,,,,,,,,
,,,,"* Автоматический контурный карандаш для бровей (корпус, без стержня)",,ARTISTRY™,112145,"241,85",Карандаш д/бровей (корпус),,,1 шт.,,,,,,,,,,,
,,,,* Футляр для автоматического контурного карандаша для губ,,ARTISTRY™,112146,"228,58",Карандаш д/губ (корпус),,,1 шт.,,,,,,,,,,,
,,,"* кисточки, подушечки, др.",,,,,,,,,,,,,,,,,,,,
,,,,* Набор косметических кисточек,,ARTISTRY™,268691,"1 725,79",Набор кисточек косм.,,,7 шт.,,,,,,,,,,,
,,,,* Компактные кисточки для губ,,AMWAY™,110225,"193,90",Кисточки д/губ,,,25 шт.,,,,,,,,,,,
,,,,* Подушечки для пудры,,AMWAY™,110205,"116,69",Подушечки д/пудры,,,10 шт.,,,,,,,,,,,
,,,,* Компактные аппликаторы для теней,,ARTISTRY™,0813,"123,34",Аппликаторы д/теней,,,25 шт.,,,,,,,,,,,
,,,,* Компактные аппликаторы для туши/подводки для глаз,,AMWAY™,110226,"315,60",Аппликаторы д/туши,,,25 шт.,,,,,,,,,,,
,,,,* Компактные косметические губки,,AMWAY™,110224,"111,59",Губки косметические,,,40 шт.,,,,,,,,,,,
,,,,* Губка для нанесения Безупречной компактной пудры и основы под макияж ,,AMWAY™,116104,"59,99",Губка д/пудры,,,2 шт.,,,,,,,,,,,
,,,,* Косметические лопаточки,,AMWAY™,110223,"151,13",Лопаточки косметические,,,25 шт.,,,,,,,,,,,
,,,* другие полезные вещи,,,,,,,,,,,,,,,,,,,,
,,,,* Зеркало,,ARTISTRY™,117882,"501,08",Зеркало,,,1 шт.,,,,,,,,,,,
,,,,* Точилка для косметических карандашей,,ARTISTRY™,119592,"64,99",Точилка д/карандашей,,,1 шт.,,,,,,,,,,,
,,,,* Жидкость для снятия макияжа с век и губ,,ARTISTRY essentials™,106403,"316,12",Жидкость д/снятия макияжа,120 мл,,,,,,,,,,,,,
